istanza,Q,n,K,obiettivo,variante,stato,obj,bound,gap,tempo,nodi_bb,veicoli,costo,regret,regret_grezzo,regret_max,regret_max_grezzo,rifiuti,ar,regret_medio_servito,time_limit,mip_gap,nota
Trieste_Q3.60.2,3,60,9,frmax,II,ottimo,25.772399999999998,25.772399999999998,0.0,0.8670001029968262,1.0,9,427.6911,434.5548000000001,707.9433999999999,25.772399999999998,25.772400000000005,0,100.0,7.242580000000002,600.0,0.0,
Trieste_Q3.60.2,3,60,9,fcrmax,II,ottimo,680.9319999999984,680.9319999999984,0.0,2.2720000743865967,1.0,9,371.5,494.97479999999996,494.97479999999007,25.786000000000016,25.785999999999802,0,100.0,8.24958,600.0,0.0,
Trieste_Q3.60.3,3,60,10,fc,II,ottimo,379.09710000000007,379.0971,0.0,1.3050000667572021,1.0,10,379.0971,467.1014000000002,625.3511999999985,33.77359999999999,33.7735999999999,0,100.0,7.785023333333337,600.0,0.0,
Trieste_Q3.60.3,3,60,10,fr,II,ottimo,242.5816000000002,242.5816000000002,0.0,102.27300000190735,69955.0,10,448.3291,242.5816000000002,242.5816000000002,33.77359999999999,33.77359999999999,0,100.0,4.0430266666666705,600.0,0.0,
Trieste_Q3.60.3,3,60,10,fcr,II,ottimo,686.075,686.075,0.0,40.132999897003174,31294.0,10,439.4938,246.58120000000017,246.58120000000017,33.77359999999999,33.77359999999999,0,100.0,4.109686666666669,600.0,0.0,
Trieste_Q3.60.3,3,60,10,frcr,II,ottimo,565.5155,565.5155,0.0,1.878999948501587,620.0,10,351.0327,34.482799999999976,34.48280000000014,9.475999999999999,9.475999999999999,9,85.0,0.6761333333333329,600.0,0.0,
Trieste_Q3.60.3,3,60,10,frmax,II,ottimo,14.666799999999645,14.666799999999645,0.0,21.67900013923645,3183.0,10,463.5754,338.49720000000025,417.5195999999929,14.666799999999995,14.666799999999654,0,100.0,5.641620000000004,600.0,0.0,
Trieste_Q3.60.3,3,60,10,fcrmax,II,ottimo,611.3769000000002,611.3768999999994,0.0,40.90999984741211,33803.0,10,427.92089999999996,411.2188000000004,424.8064000000002,15.288000000000011,15.288000000000011,0,100.0,6.853646666666673,600.0,0.0,
Trieste_Q3.60.4,3,60,9,fc,II,ottimo,341.14090000000004,341.1409,0.0,0.35500001907348633,1.0,9,341.1409,430.85979999999984,579.232199999999,27.917599999999993,31.200400000000002,0,100.0,7.180996666666664,600.0,0.0,
Trieste_Q3.60.4,3,60,9,fr,II,ottimo,157.43600000000006,157.43600000000006,0.0,151.48200011253357,95619.0,9,415.7052,157.436,157.43600000000006,21.633200000000002,21.633200000000002,0,100.0,2.6239333333333335,600.0,0.0,
Trieste_Q3.60.4,3,60,9,fcr,II,ottimo,557.3717999999998,557.3717999999998,0.0,53.068000078201294,25353.0,9,389.8258,167.54600000000002,167.54599999999982,20.483199999999997,20.483200000000025,0,100.0,2.7924333333333338,600.0,0.0,
Trieste_Q3.60.4,3,60,9,frcr,II,ottimo,487.3764999999984,487.3764999999984,0.0,6.569000005722046,3500.0,9,341.8725,45.50399999999999,45.50399999999878,8.454799999999992,8.454799999999992,5,91.66666666666667,0.8273454545454544,600.0,0.0,
Trieste_Q3.60.4,3,60,9,frmax,II,ottimo,11.971599999999995,11.971599999999995,0.0,4.325000047683716,5030.0,9,427.1398,256.0204000000001,319.37479999869777,11.971599999999995,11.971600000000024,0,100.0,4.267006666666669,600.0,0.0,
Trieste_Q3.60.4,3,60,9,fcrmax,II,ottimo,528.8966000000003,528.8966000000003,0.0,13.723000049591064,3940.0,9,375.3926,304.95399999999995,414.48519999999814,12.792000000000016,12.79200000000003,0,100.0,5.082566666666666,600.0,0.0,
Trieste_Q3.60.5,3,60,9,fc,II,ottimo,309.80029999999994,309.80029999999994,0.0,0.625,1.0,9,309.8003,377.43300000000033,499.7537999999997,29.004000000000005,29.004000000000005,0,100.0,6.290550000000006,600.0,0.0,
Trieste_Q3.60.5,3,60,9,fr,II,ottimo,85.74599948874942,85.74599948874942,0.0,2.2220001220703125,1379.0,9,373.8615,85.74600000000004,85.74599948874943,8.5728,8.5728,0,100.0,1.4291000000000007,600.0,0.0,
Trieste_Q3.60.5,3,60,9,fcr,II,ottimo,450.5941999999985,450.5941999999985,0.0,1.9140000343322754,1025.0,9,353.0034,97.5908,97.59079999999913,8.970399999999998,8.97039999999977,0,100.0,1.6265133333333333,600.0,0.0,
Trieste_Q3.60.5,3,60,9,frcr,II,ottimo,402.12059999999985,402.1205999999993,0.0,1.377000093460083,1.0,9,299.0698,43.05080000000005,43.05079999999981,8.955600000000004,8.955599999999833,3,95.0,0.7552771929824571,600.0,0.0,
Trieste_Q3.60.5,3,60,9,frmax,II,ottimo,8.5728,8.5728,0.0,0.3320000171661377,1.0,9,363.5184,127.22760000000004,219.38379999994464,8.5728,8.57280000000003,0,100.0,2.1204600000000005,600.0,0.0,
Trieste_Q3.60.5,3,60,9,fcrmax,II,ottimo,441.092,441.092,0.0,0.46700000762939453,1.0,9,333.6248,173.03600000000003,264.58799999999843,8.955600000000004,8.955600000000032,0,100.0,2.8839333333333337,600.0,0.0,
Trieste_Q6.60.2,6,60,11,fc,II,ottimo,348.3677,348.36769999999996,0.0,0.44099998474121094,1.0,11,348.3677,371.8015999999998,656.688,31.184399999999982,36.81479999999999,0,100.0,6.19669333333333,600.0,0.0,
Trieste_Q6.60.2,6,60,11,fr,II,ottimo,161.0539999999998,161.05399999999963,0.0,7.104000091552734,4889.0,11,415.59569999999997,161.05399999999983,161.05400000000003,22.456399999999974,22.456399999999974,0,100.0,2.6842333333333306,600.0,0.0,
Trieste_Q6.60.2,6,60,11,fcr,II,ottimo,557.885099999996,557.885099999996,0.0,6.393999814987183,3147.0,11,395.4483,162.43679999999983,162.43679999999628,22.456399999999974,22.45639999999932,0,100.0,2.7072799999999972,600.0,0.0,
Trieste_Q6.60.2,6,60,11,frcr,II,ottimo,452.3268999999998,452.3268999999998,0.0,1.6440000534057617,1.0,11,280.7981,11.528799999999997,11.528799999999855,3.265599999999999,3.265599999999999,8,86.66666666666667,0.22170769230769224,600.0,0.0,
Trieste_Q6.60.2,6,60,11,frmax,II,ottimo,13.529999999999987,13.529999999999987,0.0,0.8870000839233398,1.0,11,438.3064,290.3051999999998,374.271799999998,13.529999999999987,13.530000000000001,0,100.0,4.838419999999997,600.0,0.0,
Trieste_Q6.60.2,6,60,11,fcrmax,II,ottimo,559.9859999999987,559.9859999999987,0.0,1.940999984741211,1369.0,11,397.626,253.0199999999999,367.5673999999971,13.529999999999987,13.529999999999987,0,100.0,4.216999999999998,600.0,0.0,
Trieste_Q6.60.5,6,60,12,fc,II,ottimo,399.503,399.50299999999993,0.0,0.13699984550476074,1.0,12,399.503,250.40280000000007,427.8732000000015,18.260000000000005,19.134600000000006,0,100.0,4.173380000000001,600.0,0.0,
Trieste_Q6.60.5,6,60,12,fr,II,ottimo,106.83599999999996,106.83599999999751,0.0,0.6519999504089355,45.0,12,449.9327,106.83600000000004,106.83600000000001,14.758800000000008,14.758800000000008,0,100.0,1.7806000000000006,600.0,0.0,
Trieste_Q6.60.5,6,60,12,fcr,II,ottimo,536.8688999999993,536.8688999999993,0.0,0.4609999656677246,48.0,12,427.8697,108.99920000000003,108.99919999999952,14.758800000000008,14.758800000000008,0,100.0,1.816653333333334,600.0,0.0,
Trieste_Q6.60.5,6,60,12,frcr,II,ottimo,474.34860000000003,474.34860000000003,0.0,0.09299993515014648,1.0,12,358.5654,15.783199999999988,15.783199999999926,6.645200000000003,6.645200000000003,5,91.66666666666667,0.2869672727272725,600.0,0.0,
Trieste_Q6.60.5,6,60,12,frmax,II,ottimo,14.203999999999793,14.203999999999793,0.0,0.09000015258789062,1.0,12,455.7044,207.55119999999997,271.9388000000004,14.204000000000008,14.20399999999978,0,100.0,3.459186666666666,600.0,0.0,
Trieste_Q6.60.5,6,60,12,fcrmax,II,ottimo,572.0610999999975,572.0610999999974,0.0,0.2070000171661377,1.0,12,401.61310000000003,279.85920000000004,354.269799999999,14.204000000000008,14.203999999999795,0,100.0,4.664320000000001,600.0,0.0,
Trieste_Q3.80.1,3,80,11,fc,II,ottimo,485.6837,485.6837,0.0,2.2780001163482666,1138.0,11,485.6837,556.1845999999999,755.0825000000004,25.063999999999993,25.06400000000005,0,100.0,6.952307499999999,600.0,0.0,
Trieste_Q3.80.1,3,80,11,fr,II,ottimo,279.33615058003954,279.33615058003954,0.0,358.5629999637604,68879.0,11,550.1502,279.33639999999974,279.3361505800404,17.553999999999988,17.553999999999988,0,100.0,3.491704999999997,600.0,0.0,
Trieste_Q3.80.1,3,80,11,fcr,II,ottimo,817.5507000000224,817.5507000000224,0.0,81.05100011825562,17792.0,11,537.3559,280.1947999999998,280.1948000000237,21.19120000000001,21.19120000000001,0,100.0,3.5024349999999975,600.0,0.0,
Trieste_Q3.80.1,3,80,11,frcr,II,ottimo,699.972599370938,699.972599370938,0.0,22.781999826431274,1494.0,11,433.3414,106.63120000000002,106.63120010667309,17.553999999999988,17.55399999999993,8,90.0,1.4809888888888891,600.0,0.0,
Trieste_Q3.80.1,3,80,11,frmax,II,ottimo,12.334799999999284,12.334799999999284,0.0,45.41699981689453,22074.0,11,564.8739,426.48839999999996,495.37520281700967,12.334800000000001,12.33479999999929,0,100.0,5.331104999999999,600.0,0.0,
Trieste_Q3.80.1,3,80,11,fcrmax,II,ottimo,739.377799999999,739.3777999999988,0.0,140.4909999370575,26465.0,11,528.1202000000001,426.9016,500.3315999999926,13.203599999999994,13.203600000000165,0,100.0,5.33627,600.0,0.0,
Trieste_Q3.80.5,3,80,11,fc,II,ottimo,500.30559999999997,500.30559999999997,0.0,51.579999923706055,20395.0,11,500.3056,677.1432,881.5273999999987,30.631600000000006,30.963000000000008,0,100.0,8.46429,600.0,0.0,
Trieste_Q3.80.5,3,80,11,fr,II,time_limit,422.8222058431071,356.49245643125255,0.15687385500388534,600.0240001678467,42795.0,11,553.7975,422.82239999999996,422.8222058431085,26.956799999999994,26.956799999999895,0,100.0,5.285279999999999,600.0,0.0,
Trieste_Q3.80.5,3,80,11,fcr,II,time_limit,973.278293687071,915.7799348217424,0.059076997029809,600.0279998779297,43459.0,11,535.1282,438.15039999999993,438.1500576741246,26.956799999999994,26.956799999999994,0,100.0,5.4768799999999995,600.0,0.0,
Trieste_Q3.80.5,3,80,11,frcr,II,ottimo,732.1842999999994,732.1842999999994,0.0,43.35900020599365,1604.0,11,446.8035,65.38080000000002,65.38079999999965,11.226800000000004,11.226800000000019,11,86.25,0.9475478260869569,600.0,0.0,
Trieste_Q3.80.5,3,80,11,frmax,II,ottimo,14.494399999999906,14.494399999999906,0.0,28.77300000190735,11202.0,11,559.1398,563.4748,633.1313999984058,14.494399999999992,14.494399999999935,0,100.0,7.043435,600.0,0.0,
Trieste_Q3.80.5,3,80,11,fcrmax,II,ottimo,778.9372000000001,778.9372000000001,0.0,238.106999874115,95062.0,11,535.5516,554.9707999999999,554.9707999999999,15.211600000000004,15.211600000000004,0,100.0,6.937135,600.0,0.0,
Trieste_Q6.80.2,6,80,13,fc,II,ottimo,482.35949999999997,482.35949999999985,0.0,3.482999801635742,732.0,13,482.35949999999997,568.4268,682.1356000000001,29.189999999999998,29.18999999999994,0,100.0,7.105334999999999,600.0,0.0,
Trieste_Q6.80.2,6,80,13,fr,II,ottimo,390.8218663301402,390.8218663301402,0.0,502.69799995422363,662238.0,13,510.3426,390.82199999999995,390.8218663301401,20.267200000000003,20.267199999999974,0,100.0,4.885274999999999,600.0,0.0,
Trieste_Q6.80.2,6,80,13,fcr,II,ottimo,894.2278,894.2278,0.0,71.25399994850159,69951.0,13,496.935,397.29279999999994,397.2928,20.267200000000003,20.267200000000003,0,100.0,4.9661599999999995,600.0,0.0,
Trieste_Q6.80.2,6,80,13,frcr,II,ottimo,637.6079999999952,637.6079999999952,0.0,4.223999977111816,1.0,13,424.5012,33.10680000000002,33.10679999999545,7.434000000000012,7.434000000000012,9,88.75,0.46629295774647916,600.0,0.0,
Trieste_Q6.80.2,6,80,13,frmax,II,ottimo,18.423199999999966,18.423199999999966,0.0,1.496999979019165,1.0,13,530.191,507.4848000000001,638.026599999999,18.42320000000001,18.423199999999966,0,100.0,6.343560000000002,600.0,0.0,
Trieste_Q6.80.2,6,80,13,fcrmax,II,ottimo,782.0861999999997,782.0861999999995,0.0,13.631999969482422,3238.0,13,487.315,552.1792,669.0575999999998,18.42320000000001,18.42320000000001,0,100.0,6.902240000000001,600.0,0.0,
Trieste_Q6.80.3,6,80,14,fc,II,ottimo,510.50180000000006,510.5018,0.0,12.600000143051147,3067.0,14,510.5018,565.0063999999998,785.2338000000002,27.705599999999976,34.557199999999966,0,100.0,7.062579999999997,600.0,0.0,
Trieste_Q6.80.3,6,80,14,fr,II,time_limit,411.4015997325917,399.89015737538176,0.027981034504222405,600.0430002212524,545844.0,14,532.5752,411.4015999999999,411.4015997426974,21.717600000000004,21.717599999999806,0,100.0,5.142519999999999,600.0,0.0,
Trieste_Q6.80.3,6,80,14,fcr,II,ottimo,939.0510999999999,939.0510999999999,0.0,378.41799998283386,219429.0,14,524.0547,414.9963999999999,414.99639999999994,27.705599999999976,27.705599999999976,0,100.0,5.187454999999998,600.0,0.0,
Trieste_Q6.80.3,6,80,14,frcr,II,ottimo,626.2598999999998,626.2598999999996,0.0,1.5299999713897705,1.0,14,407.6255,18.63440000000003,18.634399999999737,5.647599999999983,5.647599999999926,10,87.5,0.2662057142857147,600.0,0.0,
Trieste_Q6.80.3,6,80,14,frmax,II,ottimo,20.403599999999923,20.403599999999923,0.0,12.462999820709229,3297.0,14,553.0464000000001,551.7716,711.8984000000002,20.40360000000001,20.403599999999926,0,100.0,6.897145,600.0,0.0,
Trieste_Q6.80.3,6,80,14,fcrmax,II,ottimo,858.4870999999971,858.4870999999969,0.0,23.499000072479248,6948.0,14,532.0295,578.5903999999999,657.5859999999979,20.40360000000001,20.40359999999984,0,100.0,7.232379999999999,600.0,0.0,
Trieste_Q6.80.4,6,80,14,fc,II,ottimo,556.7482,556.7482,0.0,1.7670001983642578,34.0,14,556.7482,630.2608,848.1741999999995,30.999599999999987,36.57199999999993,0,100.0,7.87826,600.0,0.0,
Trieste_Q6.80.4,6,80,14,fr,II,time_limit,421.8299975458474,388.44265687180143,0.07914880607896359,600.0240001678467,245214.0,14,585.8189,421.8300000000001,421.82999754584796,30.999599999999987,30.999599999999987,0,100.0,5.272875000000001,600.0,0.0,
Trieste_Q6.80.4,6,80,14,fcr,II,ottimo,1007.2276366914142,1007.2276366914142,0.0,465.845999956131,249692.0,14,585.2578,421.97000000000014,421.96981958917024,30.999599999999987,30.999599999999987,0,100.0,5.274625000000002,600.0,0.0,
Trieste_Q6.80.4,6,80,14,frcr,II,ottimo,681.3976999999996,681.3976999999996,0.0,0.8269999027252197,1.0,14,439.6077,41.78999999999994,41.789999999999765,7.986800000000002,7.986800000000002,10,87.5,0.5969999999999992,600.0,0.0,
Trieste_Q6.80.4,6,80,14,frmax,II,ottimo,14.787599999999937,14.787599999999937,0.0,21.332000017166138,7151.0,14,608.9502,599.8207999999998,683.845799999998,14.787599999999998,14.787600000000566,0,100.0,7.497759999999998,600.0,0.0,
Trieste_Q6.80.4,6,80,14,fcrmax,II,ottimo,832.1744999999988,832.1744999999987,0.0,17.360000133514404,9233.0,14,594.1585,619.0176000000001,731.4149999999981,14.876000000000005,14.87599999999999,0,100.0,7.737720000000001,600.0,0.0,
Trieste_Q6.80.5,6,80,14,fc,II,ottimo,477.54980000000006,477.54979999999995,0.0,0.4980001449584961,1.0,14,477.5498,412.72119999999995,459.13719999999546,26.3604,26.3604,0,100.0,5.159014999999999,600.0,0.0,
Trieste_Q6.80.5,6,80,14,fr,II,ottimo,177.6763999999976,177.67639999999483,0.0,1.1050000190734863,1.0,14,556.0426,177.67640000000014,177.6763999999984,18.524400000000014,18.524400000000014,0,100.0,2.220955000000002,600.0,0.0,
Trieste_Q6.80.5,6,80,14,fcr,II,ottimo,704.6730999999979,704.6730999999909,0.0,1.9249999523162842,1.0,14,524.1107,180.56240000000014,180.5624000000008,18.524400000000014,18.524400000000014,0,100.0,2.2570300000000016,600.0,0.0,
Trieste_Q6.80.5,6,80,14,frcr,II,ottimo,620.4428999999994,620.4428999999931,0.0,0.6730000972747803,1.0,14,439.2929,41.150000000000034,41.14999999999969,9.6436,9.6436,7,91.25,0.5636986301369867,600.0,0.0,
Trieste_Q6.80.5,6,80,14,frmax,II,ottimo,18.52439999999996,18.52439999999996,0.0,0.2720000743865967,1.0,14,561.755,318.0096000000001,447.9247999999998,18.524400000000014,18.52440000000003,0,100.0,3.9751200000000013,600.0,0.0,
Trieste_Q6.80.5,6,80,14,fcrmax,II,ottimo,786.4860999999986,786.486099999998,0.0,1.4399998188018799,1.0,14,490.0957,448.51080000000013,550.2275999999956,18.524400000000014,18.524400000000014,0,100.0,5.606385000000001,600.0,0.0,
Trieste_Q3.100.1,3,100,13,fc,II,ottimo,441.6673,441.66729999999995,0.0,3.9159998893737793,1.0,13,441.6673,699.3646,980.6301999999916,28.0368,28.036799999999232,0,100.0,6.993646,600.0,0.0,
Trieste_Q3.100.1,3,100,13,fr,II,time_limit,196.61559956327312,176.04158636502092,0.1046407978001321,600.0350000858307,49821.0,13,577.1755,196.6156,196.61559978189945,20.049999999999997,20.050000000000026,0,100.0,1.966156,600.0,0.0,
Trieste_Q3.100.1,3,100,13,fcr,II,time_limit,739.0516978782189,736.6312184773802,0.003275115134418501,600.0350000858307,105219.0,13,531.0773,207.9744,207.97439999999946,20.049999999999997,20.04999999999997,0,100.0,2.079744,600.0,0.0,
Trieste_Q3.100.1,3,100,13,frcr,II,ottimo,692.6497903254915,692.6497903254915,0.0,112.49000000953674,14474.0,13,509.9166,82.73319999999994,82.73319999999926,8.869999999999997,8.869999999999997,5,95.0,0.8708757894736836,600.0,0.0,
Trieste_Q3.100.1,3,100,13,frmax,II,ottimo,9.851199999999968,9.851199999999968,0.0,8.218000173568726,1329.0,13,565.8542,284.7716000000001,545.3175992480885,9.851200000000006,9.851200000000006,0,100.0,2.847716000000001,600.0,0.0,
Trieste_Q3.100.1,3,100,13,fcrmax,II,ottimo,696.994999999999,696.994999999999,0.0,143.53399991989136,23271.0,13,499.971,404.3476,516.8989471180146,9.851200000000006,9.851199999999999,0,100.0,4.043476,600.0,0.0,
Trieste_Q3.100.2,3,100,13,fc,II,ottimo,528.7803,528.7803,0.0,4.703999996185303,1402.0,13,528.7803,774.2861999999999,1104.4910000000004,27.80559999999999,28.42439999999999,0,100.0,7.742861999999999,600.0,0.0,
Trieste_Q3.100.2,3,100,13,fr,II,time_limit,366.3227842806059,296.8580923740968,0.1896270035262088,600.0210001468658,22383.0,13,608.5798,366.3228000000001,366.3227849142101,27.80559999999999,27.805599999999977,0,100.0,3.663228000000001,600.0,0.0,
Trieste_Q3.100.2,3,100,13,fcr,II,time_limit,941.3122902193522,906.8455097557456,0.03661567029532236,600.0889999866486,21170.0,13,583.5819,357.7304,357.7303916313238,27.80559999999999,27.805599999999977,0,100.0,3.577304,600.0,0.0,
Trieste_Q3.100.2,3,100,13,frcr,II,ottimo,772.4746996452325,772.4746996452325,0.0,28.293999910354614,1484.0,13,491.2827,61.191999999999986,61.191993693314465,8.520399999999995,8.520397253821585,11,89.0,0.6875505617977526,600.0,0.0,
Trieste_Q3.100.2,3,100,13,frmax,II,ottimo,13.89719999999997,13.89719999999997,0.0,35.48799991607666,5365.0,13,645.9366,635.4895999999998,725.184800867551,13.897200000000026,13.89719999999997,0,100.0,6.354895999999997,600.0,0.0,
Trieste_Q3.100.2,3,100,13,fcrmax,II,time_limit,879.1249999999928,830.4793422776407,0.05533417628022465,600.7869999408722,20882.0,13,582.085,603.2078000000004,719.0909999999907,14.85199999999999,14.85199999999972,0,100.0,6.032078000000004,600.0,0.0,
Trieste_Q3.100.3,3,100,13,fc,II,ottimo,545.3469835446274,545.3469835402927,7.948428944221085e-12,151.14800000190735,13874.0,13,545.347,889.3424000000001,1019.5392270785196,29.682000000000016,33.018800000000056,0,100.0,8.893424000000001,600.0,0.0,
Trieste_Q3.100.3,3,100,13,fr,II,time_limit,,,,600.0360000133514,5323.0,,,,,,,,,,600.0,0.0,
Trieste_Q3.100.3,3,100,13,fcr,II,time_limit,1212.5718984412906,892.9703511426083,0.2635732757039121,600.0329999923706,5681.0,13,625.3359,587.236,587.2359985341029,25.34039999999999,25.34039999999999,0,100.0,5.87236,600.0,0.0,
Trieste_Q3.100.3,3,100,13,frcr,II,time_limit,905.7114992389704,844.5234642428907,0.06755797519132016,600.029000043869,10503.0,13,518.4983,87.21320000000011,87.21319980625907,10.397600000000004,10.397600000000004,15,85.0,1.0260376470588248,600.0,0.0,
Trieste_Q3.100.3,3,100,13,frmax,II,time_limit,,,,600.039999961853,1498.0,,,,,,,,,,600.0,0.0,
Trieste_Q3.100.3,3,100,13,fcrmax,II,time_limit,956.4272999999964,856.0289782202613,0.104972245961335,600.0349998474121,15097.0,13,562.0913,776.2241999999999,903.1569999999926,19.716800000000006,19.716800000000006,0,100.0,7.762241999999999,600.0,0.0,
Trieste_Q3.100.4,3,100,13,fc,II,ottimo,559.8485,559.8485,0.0,36.67799997329712,5572.0,13,559.8485000000001,868.5383999999999,960.5944000000472,27.988000000000014,30.841599999999985,0,100.0,8.685383999999999,600.0,0.0,
Trieste_Q3.100.4,3,100,13,fr,II,time_limit,428.87998679068556,333.7041407246552,0.2219172006095049,600.0479998588562,20881.0,13,655.6778,428.87999999999994,428.87998732103625,21.4696,21.46959999999966,0,100.0,4.288799999999999,600.0,0.0,
Trieste_Q3.100.4,3,100,13,fcr,II,time_limit,1069.886998845676,981.7175988248836,0.08241001163292981,600.4960000514984,20936.0,13,641.8798,428.00719999999995,428.00719999999984,18.665599999999998,18.665599999999998,0,100.0,4.280072,600.0,0.0,
Trieste_Q3.100.4,3,100,13,frcr,II,ottimo,895.7763999999986,895.7763999999986,0.0,128.70600008964539,5880.0,13,486.5624,109.21399999999991,109.21399999999895,12.735599999999991,12.735599999999991,15,85.0,1.284870588235293,600.0,0.0,
Trieste_Q3.100.4,3,100,13,frmax,II,ottimo,13.30319999999993,13.30319999999993,0.0,74.90300011634827,11034.0,13,668.0943,612.5436,717.191760025967,13.303200000000004,13.303200000000004,0,100.0,6.125436,600.0,0.0,
Trieste_Q3.100.4,3,100,13,fcrmax,II,ottimo,892.6684,892.6683999999999,0.0,189.5220000743866,22045.0,13,618.5724,633.8471999999997,738.7445999999927,13.704800000000006,13.70480000000012,0,100.0,6.338471999999997,600.0,0.0,
Trieste_Q3.100.5,3,100,13,fc,II,ottimo,507.068,507.068,0.0,44.22000002861023,3255.0,13,507.068,848.774,1006.5047999999523,33.906000000000006,34.62100000000001,0,100.0,8.48774,600.0,0.0,
Trieste_Q3.100.5,3,100,13,fr,II,time_limit,269.03479863632197,206.3692228460868,0.2329273986408938,600.0240001678467,21236.0,13,607.7073,269.03479999999985,269.0347986363316,28.337999999999994,28.337999999999994,0,100.0,2.6903479999999984,600.0,0.0,
Trieste_Q3.100.5,3,100,13,fcr,II,time_limit,869.211497528448,817.539243376958,0.059447274108104964,600.1770000457764,20794.0,13,591.9251,277.28639999999984,277.28639906942874,28.337999999999994,28.337999999999994,0,100.0,2.7728639999999984,600.0,0.0,
Trieste_Q3.100.5,3,100,13,frcr,II,ottimo,772.2465980384936,772.2465980384936,0.0,164.31699991226196,18082.0,13,489.673,82.5736,82.5736000000084,10.35159999999999,10.351599999999962,10,90.0,0.9174844444444444,600.0,0.0,
Trieste_Q3.100.5,3,100,13,frmax,II,ottimo,11.462399999999928,11.462399999999928,0.0,16.75,1865.0,13,628.2305,494.1124,581.4603959551525,11.462400000000002,11.462400000000002,0,100.0,4.941123999999999,600.0,0.0,
Trieste_Q3.100.5,3,100,13,fcrmax,II,time_limit,818.7942999999983,804.0222100880943,0.018041271063933925,600.0330002307892,110831.0,13,583.8743,508.43559999999985,691.0401999999963,11.74600000000001,11.745999999999967,0,100.0,5.084355999999999,600.0,0.0,
Trieste_Q6.100.2,6,100,17,fc,II,ottimo,551.7097,551.7097,0.0,22.267000198364258,6164.0,17,551.7097,709.2488,877.0374,28.101200000000006,28.10639999999998,0,100.0,7.0924879999999995,600.0,0.0,
Trieste_Q6.100.2,6,100,17,fr,II,time_limit,329.65759215729213,290.54026130277833,0.11866048829189238,600.029000043869,183060.0,17,627.6353,329.6576,329.65760000000023,23.21119999999999,23.211199999999877,0,100.0,3.296576,600.0,0.0,
Trieste_Q6.100.2,6,100,17,fcr,II,time_limit,931.9390683144952,911.6059403869457,0.021818087275087647,600.0360000133514,232817.0,17,595.4583,336.48080000000004,336.48076753771954,23.21119999999999,23.21119999999982,0,100.0,3.3648080000000005,600.0,0.0,
Trieste_Q6.100.2,6,100,17,frcr,II,ottimo,708.1591999999996,708.1591999999996,0.0,2.9200000762939453,1.0,17,511.022,37.137200000000085,37.13719999999978,8.065199999999997,8.065200000000004,8,92.0,0.4036652173913053,600.0,0.0,
Trieste_Q6.100.2,6,100,17,frmax,II,ottimo,14.938399999999975,14.938399999999975,0.0,17.97099995613098,1434.0,17,649.8075,519.7120000000001,607.872399999997,14.938400000000001,14.938400000000001,0,100.0,5.197120000000001,600.0,0.0,
Trieste_Q6.100.2,6,100,17,fcrmax,II,ottimo,888.2954999999996,888.2954999999996,0.0,51.532999992370605,15669.0,17,589.5275,563.5152000000002,704.9224000000005,14.938400000000001,14.938400000000172,0,100.0,5.6351520000000015,600.0,0.0,
Trieste_Q6.100.4,6,100,17,fc,II,ottimo,620.4973,620.4973,0.0,16.043999910354614,2983.0,17,620.4973,620.9000000000001,879.6074000000021,23.256799999999984,23.807199999999995,0,100.0,6.2090000000000005,600.0,0.0,
Trieste_Q6.100.4,6,100,17,fr,II,ottimo,266.28360000000004,266.28360000000004,0.0,274.01900005340576,111636.0,17,698.3854,266.2836000000001,266.28360000000004,18.8288,18.8288,0,100.0,2.662836000000001,600.0,0.0,
Trieste_Q6.100.4,6,100,17,fcr,II,ottimo,940.0529,940.0529,0.0,218.93799996376038,138657.0,17,666.4105,273.64240000000007,273.64240000000007,18.8288,18.8288,0,100.0,2.736424000000001,600.0,0.0,
Trieste_Q6.100.4,6,100,17,frcr,II,ottimo,757.6556000000139,757.6556000000139,0.0,7.73199987411499,79.0,17,562.1944,55.461200000000034,55.461200000017264,11.126000000000005,11.125999999999777,7,93.0,0.5963569892473122,600.0,0.0,
Trieste_Q6.100.4,6,100,17,frmax,II,ottimo,13.002399999999916,13.002399999999916,0.0,61.32599997520447,1480.0,17,694.875,379.2680000000002,455.27439999717984,13.002400000000023,13.002399999999994,0,100.0,3.792680000000002,600.0,0.0,
Trieste_Q6.100.4,6,100,17,fcrmax,II,ottimo,908.4183999997882,908.4183999997882,0.0,54.681999921798706,13877.0,17,640.7704,461.34800000000024,619.657199999734,13.38239999999999,13.382399999989417,0,100.0,4.613480000000003,600.0,0.0,
